Time,    0-1000 us
12/13/2023 12:59,6.46 K
12/13/2023 12:59,6.46 K
12/13/2023 12:59,6.40 K
12/13/2023 12:59,6.40 K
12/13/2023 13:00,6.40 K
12/13/2023 13:00,6.40 K
12/13/2023 13:00,
12/13/2023 13:00,6.21 K
12/13/2023 13:00,6.21 K
12/13/2023 13:00,6.21 K
12/13/2023 13:00,6.21 K
12/13/2023 13:00,6.21 K
12/13/2023 13:00,6.39 K
12/13/2023 13:00,6.39 K
12/13/2023 13:00,6.39 K
12/13/2023 13:00,6.39 K
12/13/2023 13:00,6.39 K
12/13/2023 13:00,6.43 K
12/13/2023 13:00,5.46 K
12/13/2023 13:00,5.46 K
12/13/2023 13:00,5.46 K
12/13/2023 13:00,5.46 K
12/13/2023 13:00,6.33 K
12/13/2023 13:00,6.33 K
12/13/2023 13:00,6.33 K
12/13/2023 13:00,6.33 K
12/13/2023 13:00,6.33 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.28 K
12/13/2023 13:00,6.28 K
12/13/2023 13:00,6.28 K
12/13/2023 13:00,6.28 K
12/13/2023 13:00,1.88 K
12/13/2023 13:00,6.46 K
12/13/2023 13:00,6.46 K
12/13/2023 13:00,6.46 K
12/13/2023 13:00,6.46 K
12/13/2023 13:00,5.60 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.47 K
12/13/2023 13:00,6.51 K
12/13/2023 13:00,6.51 K
12/13/2023 13:00,6.51 K
12/13/2023 13:00,6.40 K
12/13/2023 13:00,6.40 K
12/13/2023 13:00,6.40 K
12/13/2023 13:00,5.38 K
12/13/2023 13:00,5.38 K
12/13/2023 13:00,5.84 K
12/13/2023 13:00,5.84 K
12/13/2023 13:00,5.84 K
12/13/2023 13:00,5.84 K
12/13/2023 13:00,5.84 K
12/13/2023 13:00,5.96 K
12/13/2023 13:00,5.96 K
12/13/2023 13:00,5.96 K
12/13/2023 13:00,5.96 K
12/13/2023 13:00,5.96 K
12/13/2023 13:00,6.34 K
12/13/2023 13:00,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.38 K
12/13/2023 13:01,6.38 K
12/13/2023 13:01,6.38 K
12/13/2023 13:01,6.38 K
12/13/2023 13:01,6.38 K
12/13/2023 13:01,6.37 K
12/13/2023 13:01,6.37 K
12/13/2023 13:01,6.37 K
12/13/2023 13:01,6.37 K
12/13/2023 13:01,5.51 K
12/13/2023 13:01,6.36 K
12/13/2023 13:01,6.36 K
12/13/2023 13:01,6.36 K
12/13/2023 13:01,6.36 K
12/13/2023 13:01,6.36 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.45 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.44 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,6.34 K
12/13/2023 13:01,5.34 K
12/13/2023 13:01,5.51 K
12/13/2023 13:01,5.51 K
12/13/2023 13:01,5.51 K
12/13/2023 13:01,5.51 K
12/13/2023 13:01,2.93 K
12/13/2023 13:01,6.22 K
12/13/2023 13:01,6.22 K
12/13/2023 13:01,6.22 K
12/13/2023 13:01,6.22 K
12/13/2023 13:01,6.22 K
12/13/2023 13:01,6.09 K
12/13/2023 13:01,6.09 K
12/13/2023 13:01,6.09 K
12/13/2023 13:01,6.09 K
12/13/2023 13:01,5.24 K
12/13/2023 13:01,6.43 K
12/13/2023 13:01,6.43 K
12/13/2023 13:01,6.43 K
12/13/2023 13:01,6.43 K
12/13/2023 13:01,6.43 K
12/13/2023 13:01,6.42 K
12/13/2023 13:01,6.42 K
12/13/2023 13:02,6.42 K
12/13/2023 13:02,6.42 K
12/13/2023 13:02,6.42 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.49 K
12/13/2023 13:02,6.49 K
12/13/2023 13:02,6.49 K
12/13/2023 13:02,6.49 K
12/13/2023 13:02,6.49 K
12/13/2023 13:02,6.32 K
12/13/2023 13:02,6.32 K
12/13/2023 13:02,6.32 K
12/13/2023 13:02,6.32 K
12/13/2023 13:02,6.32 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.44 K
12/13/2023 13:02,6.43 K
12/13/2023 13:02,6.43 K
12/13/2023 13:02,6.43 K
12/13/2023 13:02,6.43 K
12/13/2023 13:02,6.43 K
12/13/2023 13:02,4.63 K
12/13/2023 13:02,4.63 K
12/13/2023 13:02,4.63 K
12/13/2023 13:02,4.63 K
12/13/2023 13:02,4.63 K
12/13/2023 13:02,4.97 K
12/13/2023 13:02,4.97 K
12/13/2023 13:02,4.97 K
12/13/2023 13:02,4.97 K
12/13/2023 13:02,4.97 K
12/13/2023 13:02,5.61 K
12/13/2023 13:02,5.61 K
12/13/2023 13:02,5.61 K
12/13/2023 13:02,5.61 K
12/13/2023 13:02,5.61 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.60 K
12/13/2023 13:02,5.75 K
12/13/2023 13:02,5.75 K
12/13/2023 13:02,5.75 K
12/13/2023 13:02,5.75 K
12/13/2023 13:02,5.75 K
12/13/2023 13:02,4.56 K
12/13/2023 13:02,4.56 K
12/13/2023 13:03,4.56 K
12/13/2023 13:03,4.56 K
12/13/2023 13:03,4.56 K
12/13/2023 13:03,5.03 K
12/13/2023 13:03,5.03 K
12/13/2023 13:03,5.03 K
12/13/2023 13:03,5.03 K
12/13/2023 13:03,5.03 K
12/13/2023 13:03,5.94 K
12/13/2023 13:03,5.94 K
12/13/2023 13:03,5.94 K
12/13/2023 13:03,5.94 K
12/13/2023 13:03,5.94 K
12/13/2023 13:03,3.23 K
12/13/2023 13:03,3.23 K
12/13/2023 13:03,3.23 K
12/13/2023 13:03,3.23 K
12/13/2023 13:03,3.23 K
12/13/2023 13:03,3.30 K
12/13/2023 13:03,3.30 K
12/13/2023 13:03,3.30 K
12/13/2023 13:03,3.30 K
12/13/2023 13:03,3.30 K
12/13/2023 13:03,4.85 K
12/13/2023 13:03,4.85 K
12/13/2023 13:03,4.85 K
12/13/2023 13:03,4.85 K
12/13/2023 13:03,4.85 K
12/13/2023 13:03,5.65 K
12/13/2023 13:03,5.65 K
12/13/2023 13:03,5.65 K
12/13/2023 13:03,5.65 K
12/13/2023 13:03,5.65 K
12/13/2023 13:03,5.99 K
12/13/2023 13:03,5.99 K
12/13/2023 13:03,5.99 K
12/13/2023 13:03,5.99 K
12/13/2023 13:03,5.99 K
12/13/2023 13:03,6.05 K
12/13/2023 13:03,6.05 K
12/13/2023 13:03,6.05 K
12/13/2023 13:03,6.05 K
12/13/2023 13:03,6.05 K
12/13/2023 13:03,5.79 K
12/13/2023 13:03,5.79 K
12/13/2023 13:03,5.79 K
12/13/2023 13:03,5.79 K
12/13/2023 13:03,5.79 K
12/13/2023 13:03,5.90 K
12/13/2023 13:03,5.90 K
12/13/2023 13:03,5.90 K
12/13/2023 13:03,5.90 K
12/13/2023 13:03,5.90 K
12/13/2023 13:03,5.66 K
12/13/2023 13:03,5.66 K
12/13/2023 13:03,5.66 K
12/13/2023 13:03,5.66 K
12/13/2023 13:03,5.66 K
12/13/2023 13:03,3.71 K
12/13/2023 13:03,3.71 K
12/13/2023 13:04,3.71 K
12/13/2023 13:04,3.71 K
12/13/2023 13:04,3.71 K
12/13/2023 13:04,3.07 K
12/13/2023 13:04,3.07 K
12/13/2023 13:04,3.07 K
12/13/2023 13:04,3.07 K
12/13/2023 13:04,3.07 K
12/13/2023 13:04,5.32 K
12/13/2023 13:04,5.32 K
12/13/2023 13:04,5.32 K
12/13/2023 13:04,5.32 K
12/13/2023 13:04,5.32 K
12/13/2023 13:04,4.22 K
12/13/2023 13:04,4.22 K
12/13/2023 13:04,4.22 K
12/13/2023 13:04,4.22 K
12/13/2023 13:04,4.22 K
12/13/2023 13:04,3.31 K
12/13/2023 13:04,3.31 K
12/13/2023 13:04,3.31 K
12/13/2023 13:04,3.31 K
12/13/2023 13:04,3.31 K
12/13/2023 13:04,4.62 K
12/13/2023 13:04,4.62 K
12/13/2023 13:04,4.62 K
12/13/2023 13:04,4.62 K
12/13/2023 13:04,4.62 K
12/13/2023 13:04,5.49 K
12/13/2023 13:04,5.49 K
12/13/2023 13:04,5.49 K
12/13/2023 13:04,5.49 K
12/13/2023 13:04,5.49 K
12/13/2023 13:04,5.64 K
12/13/2023 13:04,5.64 K
12/13/2023 13:04,5.64 K
12/13/2023 13:04,5.64 K
12/13/2023 13:04,5.64 K
12/13/2023 13:04,6.17 K
12/13/2023 13:04,6.17 K
12/13/2023 13:04,6.17 K
12/13/2023 13:04,6.17 K
12/13/2023 13:04,6.17 K
12/13/2023 13:04,5.83 K
12/13/2023 13:04,5.83 K
12/13/2023 13:04,5.83 K
12/13/2023 13:04,5.83 K
12/13/2023 13:04,5.83 K
12/13/2023 13:04,5.99 K
12/13/2023 13:04,5.99 K
12/13/2023 13:04,5.99 K
12/13/2023 13:04,5.99 K
12/13/2023 13:04,5.99 K
12/13/2023 13:04,5.93 K
12/13/2023 13:04,5.93 K
12/13/2023 13:04,5.93 K
12/13/2023 13:04,5.93 K
12/13/2023 13:04,5.93 K
12/13/2023 13:04,4.72 K
12/13/2023 13:04,4.72 K
12/13/2023 13:05,4.72 K
12/13/2023 13:05,4.72 K
12/13/2023 13:05,3.04 K
12/13/2023 13:05,4.09 K
12/13/2023 13:05,4.09 K
12/13/2023 13:05,4.09 K
12/13/2023 13:05,4.09 K
12/13/2023 13:05,4.09 K
12/13/2023 13:05,4.66 K
12/13/2023 13:05,4.66 K
12/13/2023 13:05,4.66 K
12/13/2023 13:05,4.66 K
12/13/2023 13:05,4.66 K
12/13/2023 13:05,6.82 K
12/13/2023 13:05,6.82 K
12/13/2023 13:05,6.82 K
12/13/2023 13:05,6.82 K
12/13/2023 13:05,6.82 K
12/13/2023 13:05,2.85 K
12/13/2023 13:05,2.85 K
12/13/2023 13:05,2.85 K
12/13/2023 13:05,2.85 K
12/13/2023 13:05,2.85 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,5.22 K
12/13/2023 13:05,5.22 K
12/13/2023 13:05,5.22 K
12/13/2023 13:05,5.22 K
12/13/2023 13:05,4.37 K
12/13/2023 13:05,5.61 K
12/13/2023 13:05,5.61 K
12/13/2023 13:05,5.61 K
12/13/2023 13:05,5.61 K
12/13/2023 13:05,4.58 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.94 K
12/13/2023 13:05,5.94 K
12/13/2023 13:05,5.94 K
12/13/2023 13:05,5.94 K
12/13/2023 13:05,5.94 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,5.97 K
12/13/2023 13:05,6.06 K
12/13/2023 13:05,6.06 K
12/13/2023 13:05,6.06 K
12/13/2023 13:05,6.06 K
12/13/2023 13:05,6.06 K
12/13/2023 13:05,6.89 K
12/13/2023 13:05,6.89 K
12/13/2023 13:06,6.89 K
12/13/2023 13:06,6.89 K
12/13/2023 13:06,6.89 K
12/13/2023 13:06,7.49 K
12/13/2023 13:06,7.49 K
12/13/2023 13:06,7.49 K
12/13/2023 13:06,7.49 K
12/13/2023 13:06,5.47 K
12/13/2023 13:06,7.67 K
12/13/2023 13:06,7.67 K
12/13/2023 13:06,7.67 K
12/13/2023 13:06,7.67 K
12/13/2023 13:06,7.67 K
12/13/2023 13:06,6.74 K
12/13/2023 13:06,6.74 K
12/13/2023 13:06,6.74 K
12/13/2023 13:06,6.74 K
12/13/2023 13:06,6.74 K
12/13/2023 13:06,5.83 K
12/13/2023 13:06,5.83 K
12/13/2023 13:06,5.83 K
12/13/2023 13:06,5.83 K
12/13/2023 13:06,5.83 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,6.92 K
12/13/2023 13:06,3.43 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,6.91 K
12/13/2023 13:06,6.91 K
12/13/2023 13:06,6.91 K
12/13/2023 13:06,6.91 K
12/13/2023 13:06,6.91 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,6.93 K
12/13/2023 13:06,6.93 K
12/13/2023 13:06,6.93 K
12/13/2023 13:06,6.93 K
12/13/2023 13:06,6.93 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,7.01 K
12/13/2023 13:06,6.94 K
12/13/2023 13:06,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.86 K
12/13/2023 13:07,6.86 K
12/13/2023 13:07,6.86 K
12/13/2023 13:07,6.86 K
12/13/2023 13:07,6.86 K
12/13/2023 13:07,6.95 K
12/13/2023 13:07,6.95 K
12/13/2023 13:07,6.95 K
12/13/2023 13:07,6.95 K
12/13/2023 13:07,6.95 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.92 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.93 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.96 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.89 K
12/13/2023 13:07,6.94 K
12/13/2023 13:07,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.90 K
12/13/2023 13:08,6.90 K
12/13/2023 13:08,6.90 K
12/13/2023 13:08,6.90 K
12/13/2023 13:08,6.90 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,6.91 K
12/13/2023 13:08,7.61 K
12/13/2023 13:08,6.73 K
12/13/2023 13:08,6.73 K
12/13/2023 13:08,6.73 K
12/13/2023 13:08,6.73 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.82 K
12/13/2023 13:08,6.82 K
12/13/2023 13:08,6.82 K
12/13/2023 13:08,6.82 K
12/13/2023 13:08,6.82 K
12/13/2023 13:08,6.68 K
12/13/2023 13:08,6.68 K
12/13/2023 13:08,6.68 K
12/13/2023 13:08,6.68 K
12/13/2023 13:08,6.68 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.94 K
12/13/2023 13:08,6.86 K
12/13/2023 13:08,6.86 K
12/13/2023 13:08,6.86 K
12/13/2023 13:08,6.86 K
12/13/2023 13:08,6.86 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.77 K
12/13/2023 13:08,6.80 K
12/13/2023 13:08,6.80 K
12/13/2023 13:09,6.80 K
12/13/2023 13:09,6.80 K
12/13/2023 13:09,6.80 K
12/13/2023 13:09,6.83 K
12/13/2023 13:09,6.83 K
12/13/2023 13:09,6.83 K
12/13/2023 13:09,6.83 K
12/13/2023 13:09,6.83 K
12/13/2023 13:09,6.85 K
12/13/2023 13:09,6.85 K
12/13/2023 13:09,6.85 K
12/13/2023 13:09,6.85 K
12/13/2023 13:09,6.85 K
12/13/2023 13:09,6.76 K
12/13/2023 13:09,6.76 K
12/13/2023 13:09,6.76 K
12/13/2023 13:09,6.76 K
12/13/2023 13:09,6.76 K
12/13/2023 13:09,6.70 K
12/13/2023 13:09,6.71 K
12/13/2023 13:09,6.71 K
12/13/2023 13:09,6.71 K
12/13/2023 13:09,6.71 K
12/13/2023 13:09,6.94 K
12/13/2023 13:09,6.94 K
12/13/2023 13:09,5.95 K
12/13/2023 13:09,5.95 K
12/13/2023 13:09,5.95 K
12/13/2023 13:09,6.86 K
12/13/2023 13:09,6.86 K
12/13/2023 13:09,6.86 K
12/13/2023 13:09,6.86 K
12/13/2023 13:09,6.86 K
12/13/2023 13:09,6.75 K
12/13/2023 13:09,6.75 K
12/13/2023 13:09,6.75 K
12/13/2023 13:09,6.75 K
12/13/2023 13:09,6.75 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.88 K
12/13/2023 13:09,6.88 K
12/13/2023 13:09,6.88 K
12/13/2023 13:09,6.88 K
12/13/2023 13:09,6.88 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.77 K
12/13/2023 13:09,6.63 K
12/13/2023 13:09,6.63 K
12/13/2023 13:09,6.63 K
12/13/2023 13:09,6.63 K
12/13/2023 13:09,6.63 K
12/13/2023 13:09,6.81 K
12/13/2023 13:09,6.81 K
12/13/2023 13:10,6.81 K
12/13/2023 13:10,6.81 K
12/13/2023 13:10,1.01 K
12/13/2023 13:10,6.58 K
12/13/2023 13:10,6.58 K
12/13/2023 13:10,6.58 K
12/13/2023 13:10,6.58 K
12/13/2023 13:10,6.58 K
12/13/2023 13:10,6.73 K
12/13/2023 13:10,6.73 K
12/13/2023 13:10,6.73 K
12/13/2023 13:10,6.73 K
12/13/2023 13:10,5.77 K
12/13/2023 13:10,6.80 K
12/13/2023 13:10,6.80 K
12/13/2023 13:10,6.80 K
12/13/2023 13:10,6.80 K
12/13/2023 13:10,6.80 K
12/13/2023 13:10,6.71 K
12/13/2023 13:10,6.71 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,6.74 K
12/13/2023 13:10,5.71 K
12/13/2023 13:10,5.71 K
12/13/2023 13:10,5.82 K
12/13/2023 13:10,5.82 K
12/13/2023 13:10,5.82 K
12/13/2023 13:10,5.82 K
12/13/2023 13:10,4.83 K
12/13/2023 13:10,6.63 K
12/13/2023 13:10,6.63 K
12/13/2023 13:10,6.63 K
12/13/2023 13:10,6.63 K
12/13/2023 13:10,6.63 K
12/13/2023 13:10,6.78 K
12/13/2023 13:10,6.78 K
12/13/2023 13:10,6.78 K
12/13/2023 13:10,6.78 K
12/13/2023 13:10,6.78 K
12/13/2023 13:10,6.82 K
12/13/2023 13:10,6.82 K
12/13/2023 13:10,6.82 K
12/13/2023 13:10,6.82 K
12/13/2023 13:10,6.82 K
12/13/2023 13:10,6.59 K
12/13/2023 13:10,6.59 K
12/13/2023 13:10,6.59 K
12/13/2023 13:10,6.59 K
12/13/2023 13:10,6.59 K
12/13/2023 13:10,6.88 K
12/13/2023 13:10,6.88 K
12/13/2023 13:10,6.88 K
12/13/2023 13:10,6.88 K
12/13/2023 13:10,6.88 K
12/13/2023 13:10,6.60 K
12/13/2023 13:10,6.60 K
12/13/2023 13:11,6.60 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.83 K
12/13/2023 13:11,6.83 K
12/13/2023 13:11,6.83 K
12/13/2023 13:11,6.83 K
12/13/2023 13:11,5.83 K
12/13/2023 13:11,6.66 K
12/13/2023 13:11,6.66 K
12/13/2023 13:11,6.66 K
12/13/2023 13:11,6.66 K
12/13/2023 13:11,6.66 K
12/13/2023 13:11,6.86 K
12/13/2023 13:11,6.86 K
12/13/2023 13:11,6.86 K
12/13/2023 13:11,6.86 K
12/13/2023 13:11,6.86 K
12/13/2023 13:11,6.79 K
12/13/2023 13:11,6.79 K
12/13/2023 13:11,6.79 K
12/13/2023 13:11,6.79 K
12/13/2023 13:11,6.79 K
12/13/2023 13:11,6.82 K
12/13/2023 13:11,6.82 K
12/13/2023 13:11,6.82 K
12/13/2023 13:11,6.82 K
12/13/2023 13:11,6.82 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.62 K
12/13/2023 13:11,6.77 K
12/13/2023 13:11,6.77 K
12/13/2023 13:11,6.77 K
12/13/2023 13:11,6.77 K
12/13/2023 13:11,6.77 K
12/13/2023 13:11,6.65 K
12/13/2023 13:11,6.65 K
12/13/2023 13:11,6.65 K
12/13/2023 13:11,6.65 K
12/13/2023 13:11,6.65 K
12/13/2023 13:11,6.74 K
12/13/2023 13:11,6.74 K
12/13/2023 13:11,6.74 K
12/13/2023 13:11,6.74 K
12/13/2023 13:11,6.74 K
12/13/2023 13:11,6.76 K
12/13/2023 13:11,6.76 K
12/13/2023 13:11,6.76 K
12/13/2023 13:11,6.76 K
12/13/2023 13:11,6.76 K
12/13/2023 13:11,6.87 K
12/13/2023 13:11,6.87 K
12/13/2023 13:11,6.87 K
12/13/2023 13:11,6.87 K
12/13/2023 13:11,6.87 K
12/13/2023 13:11,6.16 K
12/13/2023 13:11,6.16 K
12/13/2023 13:12,6.16 K
12/13/2023 13:12,6.16 K
12/13/2023 13:12,6.16 K
12/13/2023 13:12,6.57 K
12/13/2023 13:12,6.57 K
12/13/2023 13:12,6.57 K
12/13/2023 13:12,6.57 K
12/13/2023 13:12,6.57 K
12/13/2023 13:12,6.64 K
12/13/2023 13:12,6.64 K
12/13/2023 13:12,6.64 K
12/13/2023 13:12,6.64 K
12/13/2023 13:12,6.64 K
12/13/2023 13:12,6.95 K
12/13/2023 13:12,6.95 K
12/13/2023 13:12,6.95 K
12/13/2023 13:12,6.95 K
12/13/2023 13:12,6.95 K
12/13/2023 13:12,6.87 K
12/13/2023 13:12,6.87 K
12/13/2023 13:12,6.87 K
12/13/2023 13:12,6.87 K
12/13/2023 13:12,6.87 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.90 K
12/13/2023 13:12,6.92 K
12/13/2023 13:12,6.92 K
12/13/2023 13:12,6.92 K
12/13/2023 13:12,6.92 K
12/13/2023 13:12,6.92 K
12/13/2023 13:12,6.93 K
12/13/2023 13:12,6.93 K
12/13/2023 13:12,6.93 K
12/13/2023 13:12,6.93 K
12/13/2023 13:12,6.93 K
12/13/2023 13:12,6.81 K
12/13/2023 13:12,6.81 K
12/13/2023 13:12,6.81 K
12/13/2023 13:12,6.81 K
12/13/2023 13:12,6.81 K
12/13/2023 13:12,6.85 K
12/13/2023 13:12,6.85 K
12/13/2023 13:12,6.85 K
12/13/2023 13:12,6.85 K
12/13/2023 13:12,6.85 K
12/13/2023 13:12,6.88 K
12/13/2023 13:12,6.88 K
12/13/2023 13:12,6.88 K
12/13/2023 13:12,6.88 K
12/13/2023 13:12,6.88 K
12/13/2023 13:12,6.72 K
12/13/2023 13:12,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.72 K
12/13/2023 13:13,6.77 K
12/13/2023 13:13,6.77 K
12/13/2023 13:13,6.77 K
12/13/2023 13:13,6.77 K
12/13/2023 13:13,6.77 K
12/13/2023 13:13,6.92 K
12/13/2023 13:13,6.92 K
12/13/2023 13:13,6.92 K
12/13/2023 13:13,6.92 K
12/13/2023 13:13,6.92 K
12/13/2023 13:13,6.96 K
12/13/2023 13:13,6.96 K
12/13/2023 13:13,6.96 K
12/13/2023 13:13,6.96 K
12/13/2023 13:13,6.96 K
12/13/2023 13:13,6.90 K
12/13/2023 13:13,6.90 K
12/13/2023 13:13,6.90 K
12/13/2023 13:13,6.90 K
12/13/2023 13:13,6.90 K
12/13/2023 13:13,6.84 K
12/13/2023 13:13,6.84 K
12/13/2023 13:13,6.84 K
12/13/2023 13:13,6.84 K
12/13/2023 13:13,6.84 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.86 K
12/13/2023 13:13,6.89 K
12/13/2023 13:13,6.89 K
12/13/2023 13:13,6.89 K
12/13/2023 13:13,6.89 K
12/13/2023 13:13,6.89 K
12/13/2023 13:13,6.72 K
