Time,200
12/13/2023 13:13,1.71 K
12/13/2023 13:13,1.71 K
12/13/2023 13:13,1.69 K
12/13/2023 13:13,1.69 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.73 K
12/13/2023 13:13,1.71 K
12/13/2023 13:13,1.71 K
12/13/2023 13:13,1.69 K
12/13/2023 13:13,1.69 K
12/13/2023 13:13,1.69 K
12/13/2023 13:13,1.74 K
12/13/2023 13:13,1.74 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.72 K
12/13/2023 13:13,1.70 K
12/13/2023 13:14,1.70 K
12/13/2023 13:14,1.70 K
12/13/2023 13:14,1.65 K
12/13/2023 13:14,1.65 K
12/13/2023 13:14,1.71 K
12/13/2023 13:14,1.71 K
12/13/2023 13:14,1.71 K
12/13/2023 13:14,1.72 K
12/13/2023 13:14,1.72 K
12/13/2023 13:14,1.72 K
12/13/2023 13:14,1.72 K
12/13/2023 13:14,1.72 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.70 K
12/13/2023 13:14,1.70 K
12/13/2023 13:14,1.70 K
12/13/2023 13:14,1.75 K
12/13/2023 13:14,1.75 K
12/13/2023 13:14,1.74 K
12/13/2023 13:14,1.74 K
12/13/2023 13:14,1.74 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.73 K
12/13/2023 13:14,1.74 K
12/13/2023 13:14,1.74 K
12/13/2023 13:14,1.75 K
12/13/2023 13:15,1.75 K
12/13/2023 13:15,1.75 K
12/13/2023 13:15,1.71 K
12/13/2023 13:15,1.71 K
12/13/2023 13:15,1.75 K
12/13/2023 13:15,1.75 K
12/13/2023 13:15,1.75 K
12/13/2023 13:15,1.74 K
12/13/2023 13:15,1.74 K
12/13/2023 13:15,1.74 K
